province,province_id,district,district_id,ward,ward_id,ward_level,area,pop_density,population,children_0_14,female_15_54,male_15_59,elders,no_household,no_household_w_home
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Quang Lãng,10345,Xã, 6.1 , 0.9 ," 5,389 "," 1,337 "," 1,389 "," 1,621 "," 1,539 "," 1,539 ",1530
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Châu Can,10348,Xã, 8.3 , 1.2 ," 10,092 "," 2,626 "," 2,592 "," 2,994 "," 2,754 "," 2,754 ",2736
Thành phố Hà Nội,01,Huyện Phú Xuyên,280,Xã Minh Tân,10351,Xã, 8.0 , 1.7 ," 13,288 "," 3,174 "," 3,514 "," 4,080 "," 4,373 "," 4,373 ",4370
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Thị trấn Vân Đình,10354,Thị trấn, 5.6 , 2.6 ," 14,340 "," 3,395 "," 3,834 "," 4,323 "," 3,852 "," 3,852 ",3838
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Viên An,10357,Xã, 4.7 , 1.6 ," 7,388 "," 1,727 "," 1,968 "," 2,250 "," 1,840 "," 1,840 ",1832
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Viên Nội,10360,Xã, 4.5 , 1.0 ," 4,402 ", 986 ," 1,108 "," 1,309 "," 1,385 "," 1,385 ",1377
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hoa Sơn,10363,Xã, 6.7 , 1.1 ," 7,443 "," 1,871 "," 1,944 "," 2,335 "," 2,112 "," 2,112 ",2087
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Quảng Phú Cầu,10366,Xã, 8.6 , 1.4 ," 12,443 "," 2,973 "," 3,397 "," 3,872 "," 3,914 "," 3,914 ",3894
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Trường Thịnh,10369,Xã, 5.8 , 1.2 ," 7,254 "," 1,752 "," 1,953 "," 2,273 "," 1,950 "," 1,950 ",1934
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Cao Thành,10372,Xã, 3.9 , 1.1 ," 4,081 ", 861 ," 1,026 "," 1,157 "," 1,268 "," 1,268 ",1264
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Liên Bạt,10375,Xã, 8.1 , 0.9 ," 7,138 "," 1,647 "," 1,896 "," 2,157 "," 1,867 "," 1,867 ",1844
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Sơn Công,10378,Xã, 6.5 , 0.9 ," 6,077 "," 1,392 "," 1,568 "," 1,855 "," 1,577 "," 1,577 ",1570
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đồng Tiến,10381,Xã, 6.6 , 1.2 ," 7,732 "," 1,994 "," 2,072 "," 2,339 "," 1,987 "," 1,987 ",1967
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Phương Tú,10384,Xã, 10.5 , 1.2 ," 13,125 "," 3,233 "," 3,509 "," 4,155 "," 3,401 "," 3,401 ",3372
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Trung Tú,10387,Xã, 9.9 , 0.8 ," 7,775 "," 1,707 "," 2,025 "," 2,415 "," 2,066 "," 2,066 ",2040
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đồng Tân,10390,Xã, 6.4 , 1.0 ," 6,138 "," 1,338 "," 1,732 "," 1,893 "," 1,777 "," 1,777 ",1769
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Tảo Dương Văn,10393,Xã, 8.5 , 0.8 ," 7,049 "," 1,581 "," 1,859 "," 2,220 "," 1,810 "," 1,810 ",1806
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Vạn Thái,10396,Xã, 6.0 , 1.8 ," 10,434 "," 2,484 "," 2,819 "," 3,324 "," 2,727 "," 2,727 ",2701
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Minh Đức,10399,Xã, 8.7 , 0.7 ," 5,671 "," 1,366 "," 1,492 "," 1,741 "," 1,757 "," 1,757 ",1736
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Lâm,10402,Xã, 9.5 , 0.7 ," 6,644 "," 1,387 "," 1,768 "," 2,242 "," 1,748 "," 1,748 ",1742
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Xá,10405,Xã, 2.2 , 2.0 ," 4,328 "," 1,007 "," 1,116 "," 1,210 "," 1,224 "," 1,224 ",1217
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Trầm Lộng,10408,Xã, 7.2 , 0.7 ," 4,733 ", 957 ," 1,262 "," 1,588 "," 1,364 "," 1,364 ",1350
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Kim Đường,10411,Xã, 8.7 , 0.8 ," 7,008 "," 1,578 "," 1,887 "," 2,200 "," 2,072 "," 2,072 ",2028
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Nam,10414,Xã, 4.3 , 2.6 ," 10,975 "," 2,664 "," 3,012 "," 3,517 "," 2,804 "," 2,804 ",2786
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hòa Phú,10417,Xã, 6.4 , 1.2 ," 7,473 "," 1,694 "," 2,011 "," 2,318 "," 1,912 "," 1,912 ",1903
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đội Bình,10420,Xã, 7.9 , 1.1 ," 8,313 "," 1,986 "," 2,201 "," 2,661 "," 2,141 "," 2,141 ",2134
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đại Hùng,10423,Xã, 4.9 , 1.0 ," 5,099 "," 1,160 "," 1,382 "," 1,604 "," 1,447 "," 1,447 ",1440
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đông Lỗ,10426,Xã, 7.6 , 0.8 ," 5,889 "," 1,378 "," 1,566 "," 1,790 "," 1,629 "," 1,629 ",1623
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Phù Lưu,10429,Xã, 4.7 , 1.2 ," 5,751 "," 1,266 "," 1,539 "," 1,856 "," 1,542 "," 1,542 ",1527
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Đại Cường,10432,Xã, 4.9 , 1.0 ," 4,742 "," 1,030 "," 1,257 "," 1,437 "," 1,323 "," 1,323 ",1317
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Lưu Hoàng,10435,Xã, 3.8 , 1.3 ," 5,125 "," 1,097 "," 1,428 "," 1,644 "," 1,421 "," 1,421 ",1414
Thành phố Hà Nội,01,Huyện Ứng Hòa,281,Xã Hồng Quang,10438,Xã, 5.2 , 1.2 ," 6,299 "," 1,312 "," 1,667 "," 1,974 "," 2,011 "," 2,011 ",2010
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Thị trấn Đại Nghĩa,10441,Thị trấn, 5.0 , 1.6 ," 8,015 "," 1,915 "," 2,178 "," 2,529 "," 1,393 "," 2,177 ",2166
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Đồng Tâm,10444,Xã, 8.4 , 1.1 ," 9,459 "," 2,416 "," 2,563 "," 2,927 "," 1,553 "," 2,614 ",2601
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Thượng Lâm,10447,Xã, 6.5 , 1.0 ," 6,337 "," 1,776 "," 1,657 "," 1,877 "," 1,027 "," 1,748 ",1748
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Tuy Lai,10450,Xã, 20.5 , 0.7 ," 13,658 "," 3,578 "," 3,683 "," 4,311 "," 2,086 "," 3,468 ",3444
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Phúc Lâm,10453,Xã, 4.9 , 1.8 ," 8,808 "," 2,347 "," 2,380 "," 2,643 "," 1,438 "," 2,193 ",2186
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Mỹ Thành,10456,Xã, 3.9 , 1.0 ," 3,763 ", 871 , 975 ," 1,199 ", 718 ," 1,048 ",1043
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Bột Xuyên,10459,Xã, 5.8 , 1.4 ," 8,138 "," 2,002 "," 2,158 "," 2,492 "," 1,486 "," 2,286 ",2278
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã An Mỹ,10462,Xã, 6.1 , 1.0 ," 5,976 "," 1,544 "," 1,510 "," 1,760 "," 1,162 "," 1,758 ",1730
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hồng Sơn,10465,Xã, 17.0 , 0.5 ," 7,977 "," 1,897 "," 2,145 "," 2,640 "," 1,295 "," 1,970 ",1962
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Lê Thanh,10468,Xã, 7.6 , 1.7 ," 12,770 "," 3,473 "," 3,418 "," 4,008 "," 1,871 "," 3,085 ",3048
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Xuy Xá,10471,Xã, 5.3 , 1.8 ," 9,575 "," 2,700 "," 2,630 "," 3,002 "," 1,243 "," 2,559 ",2546
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Phùng Xá,10474,Xã, 4.4 , 1.9 ," 8,181 "," 2,013 "," 2,202 "," 2,478 "," 1,488 "," 2,264 ",2247
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Phù Lưu Tế,10477,Xã, 6.7 , 1.2 ," 8,132 "," 2,068 "," 2,120 "," 2,368 "," 1,576 "," 2,354 ",2335
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Đại Hưng,10480,Xã, 7.0 , 1.1 ," 7,486 "," 1,647 "," 2,021 "," 2,323 "," 1,495 "," 2,124 ",2101
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Vạn Kim,10483,Xã, 6.2 , 1.1 ," 6,804 "," 1,619 "," 1,717 "," 2,096 "," 1,372 "," 2,055 ",2032
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Đốc Tín,10486,Xã, 3.4 , 1.3 ," 4,515 ", 970 ," 1,266 "," 1,396 ", 883 ," 1,355 ",1348
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hương Sơn,10489,Xã, 40.9 , 0.5 ," 20,806 "," 4,919 "," 5,773 "," 6,717 "," 3,397 "," 5,961 ",5939
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hùng Tiến,10492,Xã, 8.8 , 0.9 ," 7,528 "," 1,838 "," 2,017 "," 2,411 "," 1,262 "," 2,109 ",2090
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã An Tiến,10495,Xã, 9.8 , 0.7 ," 6,846 "," 1,805 "," 1,844 "," 2,198 ", 999 ," 1,959 ",1958
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hợp Tiến,10498,Xã, 14.2 , 1.0 ," 14,071 "," 3,652 "," 3,869 "," 4,566 "," 1,984 "," 3,634 ",3619
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã Hợp Thanh,10501,Xã, 11.0 , 1.1 ," 12,172 "," 3,237 "," 3,314 "," 3,933 "," 1,688 "," 2,900 ",2845
Thành phố Hà Nội,01,Huyện Mỹ Đức,282,Xã An Phú,10504,Xã, 22.8 , 0.4 ," 8,884 "," 2,455 "," 2,466 "," 2,922 "," 1,041 "," 2,145 ",2145
,,,,,,,,,,,,,,,
